2,2003, 4.74094
2003,2, 4.74094
3,2004, 0.822379
2004,3, 0.822379
3,2005, 4.29973
2005,3, 4.29973
4,2007, 0.0379555
2007,4, 0.0379555
5,2013, 5.28276
2013,5, 5.28276
6,2014, 4.78339
2014,6, 4.78339
7,2015, 0.335563
2015,7, 0.335563
8,2018, 9.99201
2018,8, 9.99201
9,2019, 3.53165
2019,9, 3.53165
1,3003, 3.2631
3003,1, 3.2631
2,3001, 5.24031
3001,2, 5.24031
3,3005, 4.04225
3005,3, 4.04225
6,3007, 2.38169
3007,6, 2.38169
7,3004, 2.24894
3004,7, 2.24894
8,3008, 0.0573063
3008,8, 0.0573063
9,3006, 1.98377
3006,9, 1.98377
10,3002, 0.860528
3002,10, 0.860528
3,4001, 0.647773
4001,3, 0.647773
4,4002, 3.79702
4002,4, 3.79702
4,4003, 6.29604
4003,4, 6.29604
5,4009, 5.9991
4009,5, 5.9991
6,4010, 1.74484
4010,6, 1.74484
7,4010, 7.54693
4010,7, 7.54693
5,5009, 0.60695
5009,5, 0.60695
6,5003, 1.77651
5003,6, 1.77651
8,5006, 8.92261
5006,8, 8.92261
2,6006, 3.33976
6006,2, 3.33976
4,6001, 9.47245
6001,4, 9.47245
4,6002, 0.136991
6002,4, 0.136991
5,6017, 6.32596
6017,5, 6.32596
4,7010, 7.35373
7010,4, 7.35373
5,7002, 0.189913
7002,5, 0.189913
4,8001, 0.668367
8001,4, 0.668367
4,8005, 7.57578
8005,4, 7.57578
5,8015, 1.45787
8015,5, 1.45787
3,9002, 2.24339
9002,3, 2.24339
4,9002, 6.53175
9002,4, 6.53175
2,10003, 7.46481
10003,2, 7.46481
2,11006, 8.62267
11006,2, 8.62267
3,11008, 7.03937
11008,3, 7.03937
2,12003, 3.78305
12003,2, 3.78305
2,13003, 4.54906
13003,2, 4.54906
3,13005, 3.0504
13005,3, 3.0504
4,13005, 9.39848
13005,4, 9.39848
4,14002, 6.09354
14002,4, 6.09354
3,15001, 9.67802
15001,3, 9.67802
2,16005, 1.5096
16005,2, 1.5096
3,16001, 4.83981
16001,3, 4.83981
8,16011, 7.71904
16011,8, 7.71904
9,16011, 0.458597
16011,9, 0.458597
9,16012, 8.52554
16012,9, 8.52554
2,18002, 8.79029
18002,2, 8.79029
4,18003, 9.75176
18003,4, 9.75176
6,18013, 9.95025
18013,6, 9.95025
7,18012, 7.6654
18012,7, 7.6654
8,18016, 5.43482
18016,8, 5.43482
9,18016, 5.12252
18016,9, 5.12252
3,20003, 2.49974
20003,3, 2.49974
3,20007, 8.84134
20007,3, 8.84134
4,20003, 5.40876
20003,4, 5.40876
4,20007, 2.24931
20007,4, 2.24931
4,20014, 2.52275
20014,4, 2.52275
6,20019, 6.48126
20019,6, 6.48126
7,20018, 6.87682
20018,7, 6.87682
10,20020, 8.15025
20020,10, 8.15025
3,21005, 1.64598
21005,3, 1.64598
3,21010, 5.98222
21010,3, 5.98222
3,21016, 0.804754
21016,3, 0.804754
4,21010, 0.0999426
21010,4, 0.0999426
4,21016, 8.20959
21016,4, 8.20959
5,21012, 4.92044
21012,5, 4.92044
6,21008, 1.66055
21008,6, 1.66055
7,21008, 8.9091
21008,7, 8.9091
8,21009, 4.05507
21009,8, 4.05507
9,21009, 4.47125
21009,9, 4.47125
2,22004, 1.40619
22004,2, 1.40619
3,22001, 6.5061
22001,3, 6.5061
3,22002, 2.09631
22002,3, 2.09631
3,22003, 8.87269
22003,3, 8.87269
4,22002, 8.26136
22002,4, 8.26136
4,22003, 4.44076
22003,4, 4.44076
5,22005, 8.40447
22005,5, 8.40447
6,22006, 7.10676
22006,6, 7.10676
6,22007, 8.33166
22007,6, 8.33166
7,22007, 5.86933
22007,7, 5.86933
9,22012, 6.61757
22012,9, 6.61757
3,23014, 4.15356
23014,3, 4.15356
4,23006, 8.45626
23006,4, 8.45626
5,23009, 3.65973
23009,5, 3.65973
6,23001, 2.04406
23001,6, 2.04406
6,23004, 2.4295
23004,6, 2.4295
7,23001, 1.85678
23001,7, 1.85678
7,23004, 2.19456
23004,7, 2.19456
9,23003, 1.94018
23003,9, 1.94018
2,24003, 9.42392
24003,2, 9.42392
3,24002, 1.37139
24002,3, 1.37139
6,24004, 1.04927
24004,6, 1.04927
7,24005, 4.83786
24005,7, 4.83786
8,24007, 4.3039
24007,8, 4.3039
3,25003, 1.29982
25003,3, 1.29982
6,25002, 0.0875222
25002,6, 0.0875222
6,25005, 3.74718
25005,6, 3.74718
7,25002, 2.25185
25002,7, 2.25185
7,25005, 6.90019
25005,7, 6.90019
8,25006, 4.75123
25006,8, 4.75123
9,25004, 0.824928
25004,9, 0.824928
10,25001, 5.00002
25001,10, 5.00002
1,26001, 3.14851
26001,1, 3.14851
2,26003, 7.59046
26003,2, 7.59046
3,26002, 3.12572
26002,3, 3.12572
6,26004, 4.9747
26004,6, 4.9747
6,26005, 8.77214
26005,6, 8.77214
7,26004, 9.77294
26004,7, 9.77294
7,26005, 2.3582
26005,7, 2.3582
9,26007, 7.31008
26007,9, 7.31008
10,26006, 9.01026
26006,10, 9.01026
1,27003, 5.38525
27003,1, 5.38525
2,27001, 6.48612
27001,2, 6.48612
3,27005, 4.35844
27005,3, 4.35844
7,27004, 1.93971
27004,7, 1.93971
9,27006, 1.70511
27006,9, 1.70511
10,27002, 2.53231
27002,10, 2.53231
1,28001, 3.75082
28001,1, 3.75082
3,28004, 5.40049
28004,3, 5.40049
7,28008, 3.08512
28008,7, 3.08512
9,28010, 3.70847
28010,9, 3.70847
10,28002, 1.98474
28002,10, 1.98474
7,29009, 7.84908
29009,7, 7.84908
1,30002, 1.6736
30002,1, 1.6736
3,30006, 2.3392
30006,3, 2.3392
4,30010, 3.42083
30010,4, 3.42083
6,30012, 2.07297
30012,6, 2.07297
7,30011, 6.1461
30011,7, 6.1461
8,30016, 5.15788
30016,8, 5.15788
9,30014, 9.02781
30014,9, 9.02781
1,32001, 3.98358
32001,1, 3.98358
3,32006, 4.63973
32006,3, 4.63973
4,32014, 9.44154
32014,4, 9.44154
4,32017, 0.0745675
32017,4, 0.0745675
5,32021, 9.84818
32021,5, 9.84818
7,32019, 5.98926
32019,7, 5.98926
9,32023, 4.77003
32023,9, 4.77003
1,33004, 2.94849
33004,1, 2.94849
3,34001, 6.52116
34001,3, 6.52116
4,34010, 7.4413
34010,4, 7.4413
5,34009, 4.46856
34009,5, 4.46856
3,36005, 3.10049
36005,3, 3.10049
8,36019, 3.77542
36019,8, 3.77542
4,37008, 9.05059
37008,4, 9.05059
6,37009, 6.65667
37009,6, 6.65667
1,38002, 2.59707
38002,1, 2.59707
4,39001, 4.67313
39001,4, 4.67313
1,40016, 3.38385
40016,1, 3.38385
4,40009, 2.97713
40009,4, 2.97713
4,40010, 9.39684
40010,4, 9.39684
4,40018, 5.25154
40018,4, 5.25154
4,42005, 1.7289
42005,4, 1.7289
1,43008, 2.72622
43008,1, 2.72622
4,43002, 7.02365
43002,4, 7.02365
2,44021, 3.09552
44021,2, 3.09552
6,57003, 2.58524
57003,6, 2.58524
1,58010, 2.70586
58010,1, 2.70586
4,58013, 6.92273
58013,4, 6.92273
4,58015, 1.4775
58015,4, 1.4775
4,60005, 4.2522
60005,4, 4.2522
4,60008, 8.55621
60008,4, 8.55621
6,60017, 2.82069
60017,6, 2.82069
8,60020, 9.2124
60020,8, 9.2124
3,61015, 5.04888
61015,3, 5.04888
6,61017, 8.27404
61017,6, 8.27404
8,61020, 2.27349
61020,8, 2.27349
1,62002, 6.77774
62002,1, 6.77774
8,62001, 9.94648
62001,8, 9.94648
3,63006, 4.81227
63006,3, 4.81227
6,63014, 8.39665
63014,6, 8.39665
7,63005, 0.549086
63005,7, 0.549086
8,63016, 3.41071
63016,8, 3.41071
9,63007, 0.770247
63007,9, 0.770247
2,64016, 6.49536
64016,2, 6.49536
3,64012, 2.79407
64012,3, 2.79407
7,64018, 0.118534
64018,7, 0.118534
8,64019, 8.92715
64019,8, 8.92715
9,64020, 3.45797
64020,9, 3.45797
10,64021, 9.71632
64021,10, 9.71632
2,65002, 1.87929
65002,2, 1.87929
3,65008, 4.09216
65008,3, 4.09216
7,65006, 6.35713
65006,7, 6.35713
9,65009, 3.48793
65009,9, 3.48793
10,65003, 5.92644
65003,10, 5.92644
1,66002, 2.09884
66002,1, 2.09884
3,66002, 6.47126
66002,3, 6.47126
3,66006, 2.84394
66006,3, 2.84394
4,66011, 8.43749
66011,4, 8.43749
5,66016, 9.53262
66016,5, 9.53262
6,66014, 8.76268
66014,6, 8.76268
7,66012, 5.33541
66012,7, 5.33541
9,66012, 7.04459
66012,9, 7.04459
9,66017, 8.1009
66017,9, 8.1009
3,67004, 9.19326
67004,3, 9.19326
1,69007, 3.4293
69007,1, 3.4293
2,69002, 2.87313
69002,2, 2.87313
1,70001, 4.35958
70001,1, 4.35958
2,70004, 6.19303
70004,2, 6.19303
1004,2015, 0.996152
2015,1004, 0.996152
1005,2004, 4.70275
2004,1005, 4.70275
1006,2019, 1.58959
2019,1006, 1.58959
1007,2013, 4.83884
2013,1007, 4.83884
1007,2014, 5.00981
2014,1007, 5.00981
1008,2018, 7.51384
2018,1008, 7.51384
1009,2007, 3.02086
2007,1009, 3.02086
1010,2013, 5.21444
2013,1010, 5.21444
1010,2014, 5.39954
2014,1010, 5.39954
1001,3002, 0.817742
3002,1001, 0.817742
1003,3003, 9.40859
3003,1003, 9.40859
1004,3004, 1.22192
3004,1004, 1.22192
1004,3007, 0.218181
3007,1004, 0.218181
1005,3005, 1.84999
3005,1005, 1.84999
1006,3006, 2.80781
3006,1006, 2.80781
1007,3004, 1.45372
3004,1007, 1.45372
1007,3007, 0.468766
3007,1007, 0.468766
1008,3008, 0.0475948
3008,1008, 0.0475948
1005,4001, 9.49848
4001,1005, 9.49848
1007,4009, 0.695344
4009,1007, 0.695344
1007,4010, 2.18664
4010,1007, 2.18664
1008,4014, 6.69776
4014,1008, 6.69776
1009,4003, 0.201508
4003,1009, 0.201508
1010,4009, 6.5306
4009,1010, 6.5306
1007,5003, 0.997046
5003,1007, 0.997046
1008,5006, 7.0971
5006,1008, 7.0971
1009,5007, 4.20331
5007,1009, 4.20331
1010,5009, 2.69164
5009,1010, 2.69164
1001,6018, 5.28538
6018,1001, 5.28538
1001,6019, 2.01404
6019,1001, 2.01404
1006,6018, 6.847
6018,1006, 6.847
1006,6020, 3.8121
6020,1006, 3.8121
1006,6021, 0.840236
6021,1006, 0.840236
1008,6019, 9.88318
6019,1008, 9.88318
1009,6001, 1.11523
6001,1009, 1.11523
1010,6017, 6.97424
6017,1010, 6.97424
1009,7004, 6.69709
7004,1009, 6.69709
1010,7002, 2.85792
7002,1010, 2.85792
1001,8017, 7.00512
8017,1001, 7.00512
1001,8018, 8.32216
8018,1001, 8.32216
1002,8013, 2.81076
8013,1002, 2.81076
1006,8016, 5.50967
8016,1006, 5.50967
1006,8019, 2.45511
8019,1006, 2.45511
1007,8014, 4.23652
8014,1007, 4.23652
1008,8017, 5.11363
8017,1008, 5.11363
1008,8018, 6.59135
8018,1008, 6.59135
1010,8015, 0.467146
8015,1010, 0.467146
1010,10011, 4.56974
10011,1010, 4.56974
1010,12009, 3.38497
12009,1010, 3.38497
1001,14010, 1.73111
14010,1001, 1.73111
1006,14010, 6.61621
14010,1006, 6.61621
1008,14011, 0.754353
14011,1008, 0.754353
1010,14009, 7.89962
14009,1010, 7.89962
1008,16011, 3.13706
16011,1008, 3.13706
1008,16012, 4.56093
16012,1008, 4.56093
1008,16014, 0.370884
16014,1008, 0.370884
1006,17003, 5.67587
17003,1006, 5.67587
1006,17007, 4.32914
17007,1006, 4.32914
1009,17005, 7.42171
17005,1009, 7.42171
1001,18016, 9.57097
18016,1001, 9.57097
1001,18017, 6.50762
18017,1001, 6.50762
1001,18018, 5.84198
18018,1001, 5.84198
1001,18019, 8.09365
18019,1001, 8.09365
1001,18020, 9.18804
18020,1001, 9.18804
1006,18017, 4.74273
18017,1006, 4.74273
1006,18018, 6.17577
18018,1006, 6.17577
1007,18012, 9.1638
18012,1007, 9.1638
1008,18016, 2.55149
18016,1008, 2.55149
1008,18019, 2.10237
18019,1008, 2.10237
1008,18020, 4.05003
18020,1008, 4.05003
1010,18011, 5.18388
18011,1010, 5.18388
1007,19002, 6.14116
19002,1007, 6.14116
1007,20018, 9.722
20018,1007, 9.722
1007,20019, 6.69652
20019,1007, 6.69652
1008,20020, 6.79803
20020,1008, 6.79803
1008,20021, 7.70261
20021,1008, 7.70261
1008,20022, 5.97743
20022,1008, 5.97743
1008,20023, 7.79441
20023,1008, 7.79441
1009,20007, 7.66844
20007,1009, 7.66844
1009,20014, 3.94155
20014,1009, 3.94155
1010,20018, 9.81934
20018,1010, 9.81934
1001,21009, 4.41235
21009,1001, 4.41235
1004,21012, 5.03257
21012,1004, 5.03257
1007,21008, 2.61495
21008,1007, 2.61495
1008,21009, 0.81557
21009,1008, 0.81557
1009,21005, 1.11326
21005,1009, 1.11326
1009,21010, 6.2138
21010,1009, 6.2138
1009,21013, 5.8682
21013,1009, 5.8682
1010,21012, 5.5136
21012,1010, 5.5136
1001,22012, 2.80482
22012,1001, 2.80482
1001,22014, 9.9992
22014,1001, 9.9992
1001,22015, 6.4648
22015,1001, 6.4648
1004,22007, 6.94642
22007,1004, 6.94642
1006,22012, 4.09463
22012,1006, 4.09463
1007,22006, 7.01014
22006,1007, 7.01014
1009,22002, 0.845257
22002,1009, 0.845257
1009,22004, 0.625776
22004,1009, 0.625776
1010,22005, 8.15173
22005,1010, 8.15173
1001,23005, 8.22896
23005,1001, 8.22896
1004,23001, 4.14015
23001,1004, 4.14015
1004,23009, 2.50195
23009,1004, 2.50195
1005,23016, 8.84166
23016,1005, 8.84166
1006,23003, 3.43839
23003,1006, 3.43839
1007,23004, 3.48708
23004,1007, 3.48708
1008,23005, 7.8034
23005,1008, 7.8034
1009,23002, 2.80713
23002,1009, 2.80713
1009,23006, 0.357238
23006,1009, 0.357238
1009,23010, 6.45708
23010,1009, 6.45708
1010,23001, 8.6966
23001,1010, 8.6966
1010,23009, 5.04707
23009,1010, 5.04707
1004,24005, 5.41799
24005,1004, 5.41799
1005,24002, 4.27772
24002,1005, 4.27772
1006,24006, 1.83642
24006,1006, 1.83642
1006,24007, 7.7657
24007,1006, 7.7657
1007,24004, 0.339631
24004,1007, 0.339631
1008,24008, 3.70072
24008,1008, 3.70072
1009,24001, 3.39893
24001,1009, 3.39893
1009,24003, 9.07632
24003,1009, 9.07632
1001,25001, 5.61731
25001,1001, 5.61731
1004,25002, 0.335233
25002,1004, 0.335233
1005,25003, 5.73469
25003,1005, 5.73469
1005,25007, 5.25285
25007,1005, 5.25285
1006,25001, 1.20412
25001,1006, 1.20412
1006,25004, 3.98532
25004,1006, 3.98532
1007,25005, 2.70306
25005,1007, 2.70306
1008,25006, 3.35151
25006,1008, 3.35151
1009,25003, 0.413242
25003,1009, 0.413242
1009,25007, 3.81927
25007,1009, 3.81927
1010,25002, 7.83621
25002,1010, 7.83621
1001,26006, 6.64782
26006,1001, 6.64782
1003,26001, 9.49098
26001,1003, 9.49098
1004,26005, 2.94975
26005,1004, 2.94975
1005,26002, 2.3388
26002,1005, 2.3388
1006,26007, 2.93657
26007,1006, 2.93657
1007,26004, 6.49256
26004,1007, 6.49256
1008,26006, 8.25983
26006,1008, 8.25983
1010,26004, 2.10074
26004,1010, 2.10074
1001,27002, 1.70578
27002,1001, 1.70578
1004,27004, 0.338162
27004,1004, 0.338162
1005,27005, 2.81463
27005,1005, 2.81463
1006,27006, 0.821932
27006,1006, 0.821932
1003,29007, 5.72475
29007,1003, 5.72475
1004,29008, 0.307642
29008,1004, 0.307642
1005,29009, 0.55786
29009,1005, 0.55786
1006,29010, 1.68922
29010,1006, 1.68922
1007,29011, 1.6874
29011,1007, 1.6874
1008,29012, 3.27771
29012,1008, 3.27771
1003,30007, 6.32735
30007,1003, 6.32735
1003,31003, 2.29059
31003,1003, 2.29059
1004,31005, 4.08661
31005,1004, 4.08661
1005,31007, 3.65592
31007,1005, 3.65592
1006,31006, 5.88055
31006,1006, 5.88055
1006,31009, 6.22981
31009,1006, 6.22981
1001,33002, 1.85145
33002,1001, 1.85145
1004,33006, 5.45932
33006,1004, 5.45932
1005,33008, 9.28823
33008,1005, 9.28823
1006,33009, 7.87202
33009,1006, 7.87202
1004,34012, 7.21672
34012,1004, 7.21672
1010,34009, 2.59486
34009,1010, 2.59486
1005,35002, 5.15369
35002,1005, 5.15369
1006,35003, 3.55827
35003,1006, 3.55827
1007,35009, 2.55908
35009,1007, 2.55908
1008,35001, 6.70005
35001,1008, 6.70005
1008,35010, 1.43871
35010,1008, 1.43871
1009,35011, 4.41139
35011,1009, 4.41139
1010,35013, 7.76087
35013,1010, 7.76087
1003,36013, 0.763985
36013,1003, 0.763985
1004,36016, 5.72109
36016,1004, 5.72109
1005,36010, 7.50432
36010,1005, 7.50432
1007,36015, 8.475
36015,1007, 8.475
1009,36003, 2.96214
36003,1009, 2.96214
1010,36014, 2.43352
36014,1010, 2.43352
1005,37001, 3.82543
37001,1005, 3.82543
1007,37003, 5.34438
37003,1007, 5.34438
1008,37005, 5.07498
37005,1008, 5.07498
1009,37007, 9.24829
37007,1009, 9.24829
1003,38009, 0.0998571
38009,1003, 0.0998571
1008,38016, 4.86013
38016,1008, 4.86013
1009,38001, 5.87874
